,zbest,F3GHz,logL10cm,logL21cm,logLTIRSF,SFG,MNUV,MU,MB,MV,MR,MI,MZ,MY,MJ,MH,MK,MASS_MED,MASS_BEST,SFR_MED,SFR_BEST,L_NU,L_R,L_K
2760,1.6572,44.66282,23.78296,24.014656,11.693343,1.0,-18.809,-21.094,-22.154,-22.738,-23.12,-23.38,-23.751,-23.963,-24.153,-24.399,-24.236,11.2338,11.2634,1.27186,1.2238,29.3742193916788,30.2048262117389,30.418679076952
2761,0.3442,26.34263,22.07004,22.531734,11.098063,1.0,-18.274,-19.74,-20.425,-20.938,-21.283,-21.593,-21.922,-22.108,-22.382,-22.658,-22.692,10.3003,10.3784,0.701667,0.794001,28.9356893916788,29.5322862117389,29.656489076952
2762,1.2114,27.43115,23.452135,23.86929,11.560667,1.0,-21.442,-22.592,-23.085,-23.418,-23.7,-23.864,-24.005,-24.207,-24.502,-24.744,-24.535,11.0035,11.0057,2.09992,2.09202,30.2201193916788,30.5007262117389,30.490139076952
2763,2.4551,30.52213,24.001074,24.232767,12.082991,1.0,-19.551,-21.097,-21.745,-21.789,-22.085,-22.49,-22.856,-23.023,-23.217,-23.511,-23.399,10.5739,10.7032,1.80498,1.45525,29.6106193916788,30.0469262117389,30.045999076952
2764,0.6604,32.92274,22.726397,22.958092,11.092048,1.0,-18.175,-20.205,-20.936,-21.469,-21.78,-22.159,-22.612,-22.691,-22.899,-23.249,-23.065,10.7022,10.704,0.721868,0.664382,28.8147693916788,29.6453662117389,29.859269076952
2765,1.9782,27.7279,23.749949,23.981644,12.456549,1.0,-18.996,-20.466,-21.042,-21.522,-21.763,-22.184,-22.467,-22.682,-22.911,-23.375,-23.311,10.4412,10.4161,1.71911,1.74845,29.8552193916788,30.0251262117389,29.989759076952
2766,1.162,38.2023,23.298206,23.467781,12.159843,1.0,-19.653,-21.529,-22.074,-22.494,-22.835,-23.177,-23.527,-23.743,-24.12,-24.388,-24.312,10.8746,10.8669,2.04261,2.03708,30.1460193916788,30.3753262117389,30.367079076952
2767,1.5895,27.97964,23.825253,24.286573,12.13242,1.0,-19.57,-21.171,-21.679,-21.957,-22.228,-22.531,-22.898,-23.257,-23.481,-23.924,-23.851,10.5257,10.5207,2.01122,2.03404,30.1441193916788,30.2456262117389,30.191969076952
2768,1.411,26.13665,23.57145,23.959768,11.724547,0.0,-18.063,-21.26,-22.218,-22.793,-22.99,-23.359,-23.543,-23.697,-23.993,-24.227,-23.981,11.091,11.0831,-1.48323,-1.48466,27.6993093916788,29.8304262117389,30.146509076952
2769,0.6189,39.42607,22.73933,22.971025,11.599306,1.0,-18.684,-20.9,-21.549,-22.056,-22.397,-22.753,-23.105,-23.262,-23.557,-23.745,-23.6,10.7186,10.6807,1.98253,1.96541,30.0969193916788,30.3023262117389,30.174809076952
2770,0.7269,36.77256,22.891275,23.150982,11.602904,1.0,-19.876,-21.578,-22.133,-22.604,-22.893,-23.219,-23.493,-23.612,-23.871,-24.136,-23.96,10.8645,10.8729,1.82847,1.83153,29.9645193916788,30.2902262117389,30.249989076952
2771,0.6763,77.60256,23.122757,23.354452,0.0,0.0,-17.501,-19.677,-20.455,-20.973,-21.389,-21.495,-21.893,-22.112,-22.507,-23.111,-23.0,10.4837,10.4795,1.43978,1.42277,29.5544193916788,29.8993262117389,29.909959076952
2772,1.272,49.28181,23.762535,24.180103,12.331497,1.0,-21.416,-22.557,-22.937,-23.244,-23.537,-23.752,-23.884,-24.092,-24.412,-24.619,-24.56,10.7728,10.8126,2.45386,2.40145,30.5123193916788,30.6012262117389,30.431779076952
2774,1.9615,37.2255,24.035158,24.383081,12.626444,1.0,-20.111,-22.077,-22.696,-23.125,-23.493,-23.721,-24.225,-24.422,-24.645,-25.024,-24.97,11.1373,11.117,2.56659,2.59717,30.7179193916788,30.8476262117389,30.690339076952
2775,0.1673,49.15129,21.536251,21.651644,10.549283,1.0,-91.878,-18.478,-19.337,-19.983,-20.329,-20.74,-21.117,-21.379,-21.654,-21.95,-21.872,10.1001,10.2105,0.399836,0.485689,28.6298693916788,29.2957662117389,29.449069076952
2776,0.2158,26.13956,21.52632,21.758015,9.472188,1.0,-16.281,-16.655,-17.14,-17.208,-17.29,-17.279,-17.334,-17.32,-17.042,-16.848,-16.572,8.12097,8.02095,-0.860507,-0.948384,27.1915993916788,27.5037962117389,27.434099076952
2777,2.836,26.40519,24.076138,24.307833,11.83503,0.0,-21.425,-22.468,-22.744,-22.716,-23.117,-23.554,-23.752,-23.867,-24.064,-24.248,-24.048,10.8649,10.882,1.4,1.39447,29.5345193916788,30.0847262117389,30.190409076952
2778,1.1995,26.56604,23.23519,23.466885,11.540411,0.0,-17.437,-21.125,-22.025,-22.661,-22.948,-23.3,-23.548,-23.674,-23.894,-24.093,-23.807,11.102,11.1004,-2.21713,-2.18578,27.5292093916788,29.7921262117389,30.137309076952
2779,1.217,35.24739,23.584677,24.019459,12.392482,1.0,-20.588,-22.138,-22.623,-23.004,-23.261,-23.54,-23.633,-23.957,-24.215,-24.387,-24.281,10.8368,10.8253,2.10153,2.10994,30.2414193916788,30.4468262117389,30.319329076952
2780,3.0906,35.66032,24.28816,24.519855,12.972081,0.0,-19.305,-21.52,-22.281,-22.739,-22.95,-23.169,-23.357,-23.465,-23.524,-23.685,-23.449,10.8467,10.8314,0.00682037,-0.0191663,28.3736193916788,29.8205262117389,30.026619076952
2781,1.0841,27.37422,23.146503,23.378199,10.98692,1.0,-18.589,-20.75,-21.575,-22.277,-22.6,-22.848,-23.145,-23.337,-23.511,-23.852,-23.718,11.103,11.1238,0.205918,0.218734,28.4011093916788,29.7745262117389,30.095709076952
2782,0.2484,31.83017,21.746452,21.978148,10.541926,1.0,-93.062,-18.541,-19.292,-19.837,-20.223,-20.584,-20.907,-21.097,-21.31,-21.535,-21.39,9.97942,10.0139,0.240042,0.28909,28.4332693916788,29.0991662117389,29.252469076952
2784,0.346,28.01407,22.012602,22.244295,10.127508,0.0,-17.739,-20.863,-21.78,-22.498,-22.799,-23.207,-23.504,-23.623,-23.893,-24.098,-23.856,11.3493,11.3346,-0.298759,-0.332948,28.0891593916788,29.8709262117389,30.154559076952
2785,0.3651,38.71014,22.169159,22.311146,11.015554,1.0,-18.086,-19.966,-20.647,-21.228,-21.575,-21.903,-22.201,-22.348,-22.612,-22.857,-23.068,10.5001,10.5165,0.799826,0.84378,29.0152393916788,29.6478462117389,29.731139076952
2786,0.6639,47.58301,22.89168,23.123375,11.607632,1.0,-19.489,-20.972,-21.53,-21.966,-22.182,-22.461,-22.712,-22.906,-23.127,-23.391,-23.224,10.5021,10.5266,1.40029,1.39306,29.5263193916788,29.9099262117389,29.938949076952
2787,0.8175,30.53891,22.909155,23.14085,11.993706,1.0,-18.18,-20.451,-20.898,-21.642,-22.099,-22.455,-22.865,-23.106,-23.329,-23.779,-23.648,10.9012,10.9079,1.50933,1.54336,29.6856193916788,30.1313262117389,30.160829076952
2788,1.164,27.03793,23.38342,23.7837,12.007649,1.0,-18.488,-20.375,-21.072,-21.603,-21.909,-22.148,-22.432,-22.601,-22.929,-23.149,-23.281,10.7534,10.7636,0.111967,0.0733908,28.2443193916788,29.4747162117389,29.780219076952
2789,0.5177,30.6968,22.45151,22.683205,10.940774,1.0,-16.894,-19.384,-20.284,-20.878,-21.189,-21.566,-21.894,-22.123,-22.36,-22.638,-22.706,10.6032,10.5906,-0.30301,-0.314429,27.8679393916788,29.2413462117389,29.562539076952
2790,2.1829,32.19275,23.985538,24.266514,12.572668,1.0,-19.633,-21.632,-21.955,-22.626,-23.179,-23.466,-23.956,-24.231,-24.506,-24.935,-24.938,11.0791,11.008,2.5532,2.63024,30.7329193916788,30.7903262117389,30.731239076952
2791,3.0376,40.6018,24.32816,24.559856,0.0,0.0,-21.414,-22.58,-23.016,-23.371,-23.517,-23.456,-23.62,-23.827,-23.858,-23.983,-23.75,10.7221,10.7315,1.72668,1.67585,29.8224193916788,30.1725262117389,30.127409076952
2792,0.4628,38.80402,22.489918,22.818651,11.376699,1.0,-18.946,-20.86,-21.572,-22.156,-22.528,-22.899,-23.254,-23.556,-23.702,-23.973,-23.758,10.9531,10.931,1.40137,1.44356,29.5836193916788,30.1338262117389,30.239489076952
2793,1.4357,33.36399,23.513918,23.745613,11.731565,0.0,-18.162,-21.381,-22.367,-23.023,-23.368,-23.632,-23.933,-24.103,-24.508,-24.711,-24.467,11.3085,11.2721,-2.69086,-11.6685,27.6244193916788,29.9406262117389,30.296019076952
2794,0.697,33.80997,23.006956,23.54795,10.516011,0.0,-18.437,-20.93,-21.71,-22.338,-22.661,-22.942,-23.27,-23.462,-23.716,-24.193,-23.986,11.15,11.1662,0.199969,0.261169,28.4435393916788,29.8169262117389,30.138139076952
2795,1.02,30.64127,23.204554,23.512667,11.954663,0.0,-18.128,-20.351,-20.942,-21.588,-22.085,-22.404,-22.85,-23.129,-23.424,-23.868,-23.847,10.7539,10.7653,1.99455,2.04997,30.1814193916788,30.3868262117389,30.259359076952
2796,0.961,35.69357,23.140232,23.371927,11.742403,1.0,-18.278,-20.176,-20.77,-21.287,-21.714,-22.002,-22.346,-22.678,-22.892,-23.38,-23.336,10.434,10.4375,1.84338,1.8374,29.9538193916788,30.1010262117389,30.053339076952
2797,0.3695,27.45699,22.149776,22.578709,11.000291,1.0,-17.023,-18.794,-19.474,-19.982,-20.38,-20.617,-20.923,-21.077,-21.338,-21.59,-21.991,10.0483,10.0277,0.398227,0.354945,28.5264093916788,29.1590062117389,29.242309076952
2798,1.3791,25.48789,23.527851,23.909899,10.605786,0.0,-18.407,-21.056,-21.913,-22.416,-22.541,-22.929,-23.097,-23.226,-23.596,-23.772,-23.465,10.8005,10.8179,-0.707492,-0.746113,27.8722993916788,29.6872262117389,29.950399076952
2799,3.015,34.31666,24.24805,24.479746,12.645107,0.0,-89.004,-14.46,-14.867,-15.084,-15.183,-15.284,-15.396,-15.461,-15.578,-15.567,-15.43,7.60008,7.43787,-2.09984,-2.29253,25.9434293916788,26.6929262117389,26.757429076952
2800,0.999,26.9674,23.057611,23.289307,11.265918,0.0,-19.258,-20.466,-20.866,-21.329,-21.576,-21.502,-21.854,-21.934,-22.023,-22.355,-22.34,10.1435,10.1425,0.993828,0.964698,29.1086893916788,29.5059862117389,29.495789076952
2801,0.1682,38.4854,21.458656,21.690351,10.248851,1.0,-92.053,-18.474,-19.127,-19.673,-20.071,-20.453,-20.738,-20.956,-21.128,-21.389,-21.182,9.80385,9.95334,0.0984456,0.228536,28.3727093916788,29.0386162117389,29.191909076952
2802,1.097,35.65937,23.340914,23.642256,12.091898,0.0,-19.923,-21.394,-21.974,-23.054,-22.86,-23.215,-23.528,-23.721,-23.889,-24.211,-24.158,10.9264,10.912,2.39997,2.34381,30.4676193916788,30.6156262117389,30.464479076952
2803,1.6087,24.85035,23.800276,24.271467,11.741823,0.0,-18.732,-21.34,-22.378,-23.032,-23.365,-23.697,-23.979,-24.417,-24.512,-24.773,-24.529,11.2994,11.2786,-1.99772,-11.662,27.6309493916788,29.9471262117389,30.302549076952
2804,1.928,27.88215,23.72722,23.958916,11.72442,0.0,-18.89,-20.68,-21.37,-22.234,-22.434,-22.793,-23.159,-23.322,-23.489,-23.653,-23.484,10.8032,10.8627,1.65483,1.36388,29.5290193916788,30.0788262117389,30.129139076952
2805,3.3314,26.24466,24.225721,24.457417,12.274249,1.0,-20.664,-21.903,-22.199,-22.71,-23.095,-23.637,-24.111,-24.265,-24.592,-25.029,-25.033,10.8829,10.6908,2.69767,3.0677,31.0338193916788,30.8534262117389,30.786939076952
2806,1.114,27.87729,23.181795,23.41349,11.881915,1.0,-19.299,-20.971,-21.722,-22.177,-22.539,-22.892,-23.227,-23.42,-23.539,-24.02,-23.902,10.9084,10.8948,1.54224,1.50313,29.6414193916788,30.1469262117389,30.235899076952
2807,0.9057,30.3916,23.085382,23.405472,12.018779,1.0,-19.914,-21.61,-22.204,-22.647,-23.02,-23.135,-23.567,-23.748,-23.977,-24.371,-24.216,10.8714,10.8924,2.00099,2.02629,30.1634193916788,30.4289262117389,30.328139076952
2808,1.8356,33.26462,23.755726,23.987421,12.032682,1.0,-17.978,-20.323,-21.246,-21.894,-22.364,-22.569,-23.0,-23.443,-23.69,-24.009,-23.909,11.0047,10.967,1.63107,1.57532,29.7136193916788,30.2191262117389,30.308089076952
2809,0.5309,32.64219,22.50338,22.735075,10.507313,0.0,-17.558,-20.677,-21.642,-22.295,-22.551,-22.951,-23.25,-23.443,-23.548,-23.79,-23.548,11.1997,11.1688,-0.50088,-0.59542,27.6934393916788,29.6540462117389,30.018439076952
2810,1.5445,25.55107,23.470676,23.702372,12.25654,1.0,-18.667,-20.81,-21.415,-21.938,-22.11,-22.28,-22.742,-22.987,-23.478,-23.918,-23.887,10.5936,10.585,2.03318,2.04226,30.1556193916788,30.2797262117389,30.228889076952
2811,2.13,59.89332,24.005953,24.137114,12.63537,1.0,-19.918,-21.664,-22.242,-22.684,-23.002,-23.497,-24.021,-24.296,-24.623,-24.966,-24.963,10.8966,10.8783,2.7957,2.79139,30.8588193916788,30.8123262117389,30.750639076952
2812,0.9485,34.86342,23.116796,23.348492,10.940343,0.0,-18.065,-21.829,-22.693,-23.322,-23.709,-24.022,-24.307,-24.374,-24.468,-24.683,-24.416,11.3438,11.3595,-1.88611,-1.92664,27.7883493916788,30.0512262117389,30.396449076952
2813,1.1172,27.64,23.18097,23.412664,11.09095,1.0,-19.349,-21.294,-21.934,-22.584,-22.871,-23.156,-23.238,-23.441,-23.552,-23.88,-23.675,11.0722,11.0496,0.532646,0.574762,28.7370393916788,29.8286262117389,30.112039076952
2814,0.5343,38.04286,22.567074,22.782402,11.302536,1.0,-17.218,-19.649,-20.44,-21.054,-21.531,-21.829,-22.206,-22.452,-22.655,-23.002,-22.84,10.6352,10.6839,0.799995,0.838168,29.0160893916788,29.7338262117389,29.847789076952
2815,2.164,27.91627,23.840332,24.072027,0.0,0.0,-20.093,-21.0,-21.581,-21.948,-22.22,-22.679,-23.013,-23.181,-23.382,-23.693,-23.603,10.5709,10.6857,1.9242,1.71209,29.8211193916788,30.1073262117389,30.133179076952
2816,0.483,27.82661,22.339582,22.571278,10.629916,0.0,-16.601,-18.891,-19.754,-20.44,-20.748,-21.184,-21.502,-21.739,-21.928,-22.224,-22.211,10.5148,10.427,-0.0422797,-0.0478442,28.1144393916788,29.2060362117389,29.489439076952
2817,1.829,25.7499,23.640982,23.872677,12.130045,1.0,-18.267,-20.471,-21.097,-21.473,-21.839,-22.262,-22.695,-23.043,-23.329,-23.714,-23.697,10.6909,10.7102,1.86544,1.79661,29.9247193916788,30.2053262117389,30.194719076952
2818,1.009,40.11378,23.24011,23.471806,0.0,0.0,-18.258,-20.455,-21.332,-22.083,-22.338,-22.836,-23.253,-23.419,-23.648,-24.136,-24.186,11.1912,11.2181,0.719329,0.743276,28.9055593916788,29.9971262117389,30.280559076952
2819,0.166,25.43418,21.26642,21.498116,10.049133,0.0,-92.057,-19.819,-20.9,-21.693,-21.716,-22.525,-22.906,-23.108,-23.33,-23.501,-23.302,11.0964,11.2126,-1.40807,-1.23661,27.2654293916788,29.5610362117389,29.975629076952
2820,1.423,25.61355,23.390257,23.621952,11.662399,0.0,-19.766,-21.589,-22.298,-22.814,-23.057,-23.483,-23.587,-23.762,-24.107,-24.286,-24.126,11.0411,11.0302,1.5443,1.54272,29.6827193916788,30.2329262117389,30.338659076952
2821,0.2086,90.70232,22.01359,22.161482,10.906887,1.0,-92.391,-20.464,-21.09,-21.579,-21.954,-22.268,-22.603,-22.784,-22.971,-23.146,-23.063,10.5287,10.6038,0.997043,1.11634,29.2564193916788,29.8065262117389,29.912269076952
2822,1.863,35.4854,23.798336,24.030031,11.605708,0.0,-18.958,-21.382,-22.267,-22.915,-23.245,-23.764,-24.036,-24.258,-24.47,-24.819,-24.676,11.2766,11.3722,2.19403,1.51082,29.6575193916788,30.3919262117389,30.571639076952
2823,0.497,35.01569,22.467896,22.69959,10.597401,1.0,-17.609,-20.008,-20.889,-21.532,-21.867,-22.255,-22.63,-22.823,-23.04,-23.37,-23.252,10.8599,10.892,0.375657,0.417147,28.5794293916788,29.6710262117389,29.954429076952
2824,0.884,58.4164,23.37883,23.741663,11.656619,0.0,-19.409,-21.13,-21.867,-22.474,-22.887,-23.365,-23.624,-23.91,-24.157,-24.516,-24.375,11.1536,11.125,1.59659,1.54065,29.6823193916788,30.2789262117389,30.403139076952
2825,0.2213,49.38028,21.826567,22.058262,10.668315,1.0,-92.483,-18.958,-19.681,-20.208,-20.586,-20.922,-21.274,-21.618,-21.835,-22.109,-22.029,10.0515,10.0957,0.701164,0.79561,28.9321893916788,29.3957862117389,29.470089076952
2826,0.3957,59.98123,22.475262,22.706957,11.440196,1.0,-18.685,-20.279,-20.906,-21.458,-21.841,-22.19,-22.546,-22.85,-23.117,-23.479,-23.238,10.5348,10.5866,1.60019,1.67708,29.7804193916788,30.0300262117389,30.045419076952
2827,1.777,33.45624,23.726326,23.958021,10.956505,1.0,-19.021,-20.466,-21.277,-21.698,-21.983,-22.225,-22.489,-22.616,-22.73,-22.87,-22.662,10.5039,10.5584,1.04388,0.885629,29.0570893916788,29.6897262117389,29.772989076952
2828,0.3872,46.44567,22.342781,22.574476,0.0,0.0,-18.93,-20.253,-20.921,-21.5,-21.869,-22.278,-22.566,-22.762,-22.92,-23.167,-22.891,10.771,10.8259,0.798386,0.900867,29.0190493916788,29.6485462117389,29.867349076952
2829,1.0582,25.85215,23.097303,23.328999,11.703391,1.0,-16.922,-19.274,-20.2,-20.954,-21.149,-21.749,-22.005,-22.249,-22.453,-23.005,-22.974,10.5287,10.7276,1.24231,0.252708,28.4149893916788,29.5065862117389,29.789989076952
2830,0.6975,31.14971,22.827723,23.160732,11.049313,1.0,-19.684,-21.499,-22.32,-22.9,-23.166,-23.463,-23.761,-23.869,-24.057,-24.438,-24.224,11.3,11.3006,0.6,0.568644,28.8001493916788,30.0208262117389,30.239049076952
2831,1.1127,52.66101,23.45686,23.688555,11.531078,1.0,-19.292,-21.808,-22.664,-23.292,-23.619,-23.98,-24.084,-24.267,-24.386,-24.772,-24.695,11.5,11.4995,0.6,0.594384,28.7767593916788,30.1501262117389,30.471359076952
2832,0.9997,30.33467,23.109417,23.341112,11.451075,1.0,-20.09,-21.607,-22.333,-22.717,-22.71,-23.074,-23.348,-23.449,-23.557,-23.956,-23.762,10.7861,10.7884,1.89662,1.87102,30.0096193916788,30.2965262117389,30.205029076952
2833,0.8653,48.79121,23.170053,23.401749,11.59329,1.0,-18.358,-20.08,-20.771,-21.437,-21.86,-22.268,-22.621,-22.903,-23.18,-23.538,-23.498,10.7216,10.7319,1.47209,1.43175,29.5683193916788,30.0319262117389,30.106219076952
2834,1.2089,40.30346,23.42404,23.655735,0.0,0.0,-19.061,-21.282,-22.043,-22.461,-22.673,-22.892,-23.094,-23.202,-23.529,-23.689,-23.625,10.7465,10.711,-0.0523777,-0.139543,28.2532493916788,29.7001262117389,29.906249076952
2835,0.8775,26.58094,22.920425,23.15212,11.406942,1.0,-19.841,-21.249,-21.935,-22.245,-22.609,-22.916,-23.177,-23.408,-23.563,-23.836,-23.7,10.8273,10.7806,1.53345,1.53795,29.6562193916788,30.0559262117389,30.129199076952
2836,0.794,27.83752,22.839466,23.071161,11.543078,1.0,-19.231,-21.1,-21.61,-22.121,-22.419,-22.843,-22.981,-23.245,-23.363,-23.588,-23.427,10.6876,10.6734,1.78716,1.80729,29.9444193916788,30.2099262117389,30.109139076952
2837,0.5569,24.85209,22.43287,22.664564,11.285209,1.0,-18.57,-20.265,-20.927,-21.435,-21.787,-22.026,-22.321,-22.508,-22.663,-22.997,-22.933,10.5173,10.5622,0.904777,0.977832,29.1195193916788,29.7161262117389,29.840319076952
2838,1.903,25.27758,23.671848,23.903543,11.970657,1.0,-19.359,-21.159,-22.121,-22.411,-22.899,-23.049,-23.381,-23.707,-23.864,-24.179,-23.995,10.9629,11.0935,1.80622,1.05391,29.2042993916788,30.0349262117389,30.248799076952
2839,1.0935,35.4362,23.2673,23.498997,11.809893,1.0,-18.328,-20.614,-21.499,-22.134,-22.422,-22.994,-23.329,-23.532,-23.753,-24.275,-24.171,11.1235,11.0649,1.62097,1.70785,29.8676193916788,30.3526262117389,30.374639076952
2840,1.3315,34.06113,23.44771,23.679405,12.103855,1.0,-17.686,-20.163,-20.903,-21.248,-21.657,-22.237,-22.596,-22.878,-23.448,-23.89,-23.997,10.7662,10.7464,1.98109,1.96442,30.0885193916788,30.3120262117389,30.283099076952
2841,1.1465,26.67295,23.37748,23.794704,11.923384,0.0,-21.045,-22.86,-23.506,-24.025,-24.363,-24.634,-24.891,-25.068,-25.215,-25.493,-25.315,11.6482,11.6366,1.99775,1.96382,30.1353193916788,30.7679262117389,30.851139076952
2842,0.8761,25.66922,23.08563,23.537752,11.37277,0.0,-20.799,-21.953,-22.18,-22.473,-22.928,-23.502,-23.85,-24.048,-24.266,-24.589,-24.517,10.3547,10.0356,2.54385,2.69828,30.5918193916788,30.3430262117389,30.248289076952
2843,1.681,27.3692,23.584364,23.816057,11.082758,0.0,-21.162,-22.219,-22.832,-23.107,-23.378,-23.309,-23.42,-23.493,-23.467,-23.596,-23.364,10.6997,10.7067,0.80075,0.797218,29.0490093916788,29.9209262117389,30.021909076952
2844,1.9529,25.49498,23.700905,23.932598,11.815706,1.0,-18.93,-21.496,-22.306,-22.794,-23.343,-23.642,-24.153,-24.375,-24.587,-24.922,-24.779,11.361,11.4058,1.87467,1.54444,29.6911193916788,30.4255262117389,30.605339076952
2845,2.4225,26.54113,23.927511,24.159206,11.380358,1.0,-20.227,-21.847,-21.893,-22.547,-22.745,-23.009,-22.981,-23.12,-23.336,-23.564,-23.405,10.5702,10.6068,1.61754,1.30671,29.4433193916788,29.9069262117389,29.981189076952
2846,2.843,26.59583,24.081608,24.313301,12.631196,1.0,-20.051,-22.043,-22.8,-23.44,-23.942,-24.423,-24.846,-25.093,-25.304,-25.698,-25.656,11.5538,11.6866,2.64887,2.19908,30.3391193916788,30.8893262117389,30.995039076952
2847,0.927,32.51436,23.063354,23.29505,11.83069,0.0,-19.244,-21.055,-21.669,-22.069,-22.465,-22.701,-23.005,-23.259,-23.397,-23.862,-23.802,10.65,10.6221,1.80466,1.84016,29.9642193916788,30.1877262117389,30.158839076952
2848,0.1747,129.6315,22.054224,22.439823,10.832096,1.0,-91.828,-20.875,-21.283,-21.534,-21.834,-21.957,-22.189,-22.363,-22.493,-22.632,-22.456,10.0177,10.0748,1.49947,1.52326,29.6238193916788,29.7474262117389,29.700449076952
2849,1.7335,67.07115,24.003977,24.23567,11.377342,1.0,-18.369,-20.806,-21.651,-22.282,-22.68,-22.871,-23.245,-23.4,-23.59,-23.833,-23.669,10.9448,11.0271,1.43633,0.987485,29.1378693916788,29.9684262117389,30.182369076952
2850,0.9921,39.88023,23.220537,23.452232,11.657363,1.0,-21.283,-22.732,-23.353,-23.808,-23.837,-24.196,-24.46,-24.565,-24.68,-24.929,-24.758,11.3999,11.4203,1.70023,1.74754,29.9190193916788,30.5516262117389,30.634939076952
2851,3.8368,31.75229,24.440449,24.672146,12.778873,1.0,-19.89,-21.296,-21.765,-22.244,-22.647,-23.165,-23.683,-23.947,-24.265,-24.694,-24.701,10.7072,10.3818,2.46752,3.03986,30.9355193916788,30.6877262117389,30.594339076952
2852,0.5549,40.20451,22.638174,22.86987,0.0,0.0,-18.07,-20.279,-21.1,-21.674,-22.046,-22.467,-22.824,-23.028,-23.188,-23.455,-23.416,10.8523,10.8804,0.601853,0.621947,28.7775793916788,29.7367262117389,29.991479076952
2853,3.8769,108.9362,24.985506,25.217201,11.2606,1.0,-21.622,-21.765,-22.14,-22.158,-22.18,-22.231,-21.342,-21.376,-21.385,-21.415,-21.135,9.42897,9.28558,1.73259,1.94477,29.8257193916788,29.5807762117389,29.275679076952
2854,1.809,33.93511,23.750051,23.981747,12.335214,1.0,-20.644,-22.194,-22.208,-22.356,-22.63,-22.931,-23.168,-23.394,-23.573,-23.768,-23.612,10.3066,10.2633,2.29665,2.63739,30.5999193916788,30.4276262117389,30.168479076952
2855,2.7584,29.47787,24.097519,24.329214,12.51366,1.0,-20.342,-21.676,-22.247,-22.738,-23.039,-23.612,-23.979,-24.172,-24.317,-24.622,-24.554,10.9415,10.9184,2.49726,2.63133,30.7114193916788,30.7492262117389,30.565939076952
2856,1.7977,26.60634,23.970484,24.448317,12.558762,0.0,-20.17,-21.419,-21.77,-21.885,-22.038,-22.516,-22.532,-22.635,-22.715,-22.888,-22.721,10.2781,10.2632,1.55061,1.59729,29.7264193916788,29.9124262117389,29.776089076952
2857,0.446,36.44643,22.377447,22.609144,11.193322,1.0,-20.344,-21.076,-21.359,-21.609,-21.873,-21.91,-22.023,-22.133,-22.195,-22.333,-22.192,9.75006,9.75482,1.53053,1.52908,29.6104193916788,29.6105962117389,29.548789076952
2858,2.1111,24.76192,23.764208,23.995901,12.59832,0.0,-20.805,-21.239,-21.501,-22.019,-22.382,-22.514,-22.681,-22.764,-22.846,-22.958,-22.723,9.99644,9.67285,1.52542,1.95399,29.9384193916788,29.7918262117389,29.539589076952
2859,0.8368,29.84788,22.922789,23.154486,0.0,0.0,-18.674,-20.814,-21.546,-22.145,-22.537,-22.715,-23.063,-23.3,-23.479,-23.906,-23.738,11.0193,10.9753,0.747386,1.3025,29.4739193916788,30.1065262117389,30.189859076952
2860,0.9535,24.86429,23.04743,23.361208,11.514043,1.0,-18.8,-20.275,-20.802,-21.281,-21.6,-21.659,-22.102,-22.247,-22.463,-22.994,-22.959,10.3468,10.3253,1.30934,1.26863,29.4003193916788,29.7452262117389,29.755829076952
2861,0.3332,46.04581,22.246943,22.62554,11.129652,1.0,-93.412,-19.243,-19.945,-20.529,-20.886,-21.3,-21.689,-21.925,-22.32,-22.722,-22.772,10.3649,10.368,1.16376,1.18258,29.3003193916788,29.6786262117389,29.740079076952
2862,1.4109,40.28551,23.751951,24.13393,0.0,0.0,-20.131,-22.081,-22.769,-23.13,-23.493,-23.944,-24.273,-24.466,-24.777,-25.049,-24.909,11.3028,11.2994,1.96734,1.90776,30.0460193916788,30.5515262117389,30.640539076952
2863,2.1503,25.43903,23.793808,24.025503,12.20389,1.0,-17.784,-20.051,-20.913,-21.39,-21.679,-22.317,-22.83,-23.127,-23.487,-23.948,-23.983,10.9614,10.9355,1.7511,1.72103,29.8560193916788,30.2802262117389,30.334779076952
2864,0.928,38.04909,23.132711,23.364407,10.256666,0.0,-20.878,-22.746,-23.355,-23.4,-23.481,-23.575,-23.513,-23.577,-24.782,-24.889,-24.972,10.8,10.7854,0.2,0.196719,29.0114593916788,30.0790262117389,30.123259076952
2865,0.5308,36.83992,22.603676,22.921188,11.147549,1.0,-16.703,-19.119,-19.823,-20.491,-20.98,-21.411,-21.969,-22.251,-22.63,-23.057,-23.004,10.4193,10.4033,1.61489,1.6213,29.7454193916788,29.9689262117389,29.939979076952
2866,0.3502,26.25587,21.99628,22.227976,10.361816,0.0,-19.126,-21.086,-21.566,-22.225,-22.553,-22.931,-23.26,-23.457,-23.644,-23.918,-23.785,10.7777,10.7473,1.84316,1.84456,29.9565193916788,30.2166262117389,30.222389076952
2867,1.4062,46.73534,23.639593,23.871288,12.475214,0.0,-18.461,-20.802,-21.471,-22.146,-22.545,-23.054,-23.131,-23.312,-23.494,-23.758,-23.621,10.8167,10.7945,1.81397,1.8252,29.9652193916788,30.2774262117389,30.207679076952
2868,0.09,93.72505,21.259695,21.423925,10.15227,1.0,-90.113,-18.948,-19.357,-19.703,-19.901,-20.172,-20.411,-20.529,-20.619,-20.828,-20.583,9.57916,9.54603,0.444962,0.576698,28.7166793916788,29.0288762117389,28.959179076952
